Days to Ship Actual,Sales Forecast,Ship Status,Days to Ship Scheduled,Sales per Customer,Profit Ratio,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Profit per Order,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
6,"$1,917",Shipped On Time,6,"$1,279.97",32.50%,Technology,Burbank,United States,Sample Company A,20.00%,1,18-03-2014,US-2014-131275,91505,Swingline SM12-08 MicroCut Jam Free Shredder,$416,4,West,$415.99,"$1,280",Home Office,24-03-2014,Standard Class,California,Machines
6,"$2,780",Shipped On Time,6,"$1,856.19",18.00%,Office Supplies,Burbank,United States,Sample Company A,0.00%,1,18-03-2014,US-2014-131275,91505,Tennsco 6- and 18-Compartment Lockers,$334,7,West,$334.11,"$1,856",Home Office,24-03-2014,Standard Class,California,Storage
1,$34,Shipped On Time,1,$22.75,-37.50%,Furniture,Chicago,United States,Stephanie Phelps,60.00%,1,12-11-2016,CA-2016-149349,60623,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",($9),6,Central,$-8.53,$23,Corporate,13-11-2016,First Class,Illinois,Furnishings
4,$92,Shipped Early,6,$61.54,-21.70%,Technology,Lancaster,United States,Shaun Chance,40.00%,1,26-10-2017,CA-2017-115119,17602,Cisco Small Business SPA 502G VoIP phone,($13),1,East,$-13.33,$62,Corporate,30-10-2017,Standard Class,Pennsylvania,Phones
4,$122,Shipped Early,6,$81.44,-80.00%,Office Supplies,Lancaster,United States,Shaun Chance,70.00%,1,26-10-2017,CA-2017-115119,17602,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",($65),7,East,$-65.15,$81,Corporate,30-10-2017,Standard Class,Pennsylvania,Binders
6,$101,Shipped On Time,6,$67.36,15.00%,Furniture,Tampa,United States,Patrick Ryan,20.00%,1,11-04-2015,CA-2015-125563,33614,Executive Impressions Supervisor Wall Clock,$10,2,South,$10.10,$67,Consumer,17-04-2015,Standard Class,Florida,Furnishings
6,$82,Shipped On Time,6,$54.53,26.30%,Furniture,Tampa,United States,Patrick Ryan,20.00%,1,11-04-2015,CA-2015-125563,33614,"Executive Impressions 14"" Two-Color Numerals Wall Clock",$14,3,South,$14.31,$55,Consumer,17-04-2015,Standard Class,Florida,Furnishings
5,"$1,264",Shipped Early,6,$843.90,44.00%,Technology,New York City,United States,Jim Karlsson,0.00%,1,25-12-2015,CA-2015-113152,10024,Plantronics Savi W720 Multi-Device Wireless Headset System,$371,2,East,$371.32,$844,Consumer,30-12-2015,Standard Class,New York,Accessories
5,$673,Shipped Early,6,$449.57,12.50%,Furniture,New York City,United States,Jim Karlsson,20.00%,1,25-12-2015,CA-2015-113152,10024,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",$56,2,East,$56.20,$450,Consumer,30-12-2015,Standard Class,New York,Bookcases
2,$23,Shipped Late,1,$15.51,25.00%,Office Supplies,Los Angeles,United States,Brendan Murry,0.00%,1,21-09-2017,CA-2017-165155,90045,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",$4,1,West,$3.88,$16,Corporate,23-09-2017,First Class,California,Storage
3,$288,Shipped On Time,3,$192.19,18.90%,Furniture,New York City,United States,Suzanne McNair,10.00%,1,20-12-2014,CA-2014-163412,10035,Harbour Creations 67200 Series Stacking Chairs,$36,3,East,$36.30,$192,Corporate,23-12-2014,Second Class,New York,Chairs
3,$9,Shipped Late,1,$5.76,28.00%,Office Supplies,New York City,United States,Karen Carlisle,0.00%,1,18-07-2015,CA-2015-159590,10009,Newell 32,$2,2,East,$1.61,$6,Corporate,21-07-2015,First Class,New York,Art
6,$102,Shipped On Time,6,$67.88,27.00%,Furniture,Atlanta,United States,Sheri Gordon,0.00%,1,26-07-2014,CA-2014-116190,30318,"Metal Folding Chairs, Beige, 4/Carton",$18,2,South,$18.33,$68,Consumer,01-08-2014,Standard Class,Georgia,Chairs
6,$244,Shipped On Time,6,$162.89,47.00%,Office Supplies,Atlanta,United States,Sheri Gordon,0.00%,1,26-07-2014,CA-2014-116190,30318,Avery 485,$77,13,South,$76.56,$163,Consumer,01-08-2014,Standard Class,Georgia,Labels
6,$39,Shipped On Time,6,$25.71,36.00%,Furniture,Atlanta,United States,Sheri Gordon,0.00%,1,26-07-2014,CA-2014-116190,30318,"DAX Cubicle Frames, 8-1/2 x 11",$9,3,South,$9.26,$26,Consumer,01-08-2014,Standard Class,Georgia,Furnishings
6,$287,Shipped On Time,6,$191.88,10.00%,Office Supplies,New York City,United States,Tracy Blumstein,0.00%,1,26-12-2014,CA-2014-168473,10009,Fellowes Bankers Box Stor/Drawer Steel Plus,$19,6,East,$19.19,$192,Consumer,01-01-2015,Standard Class,New York,Storage
6,"$1,081",Shipped On Time,6,$721.88,-58.20%,Furniture,Jacksonville,United States,Darrin Van Huff,45.00%,1,11-12-2017,CA-2017-168389,32216,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,($420),6,South,$-420.00,$722,Corporate,17-12-2017,Standard Class,Florida,Tables
6,$110,Shipped On Time,6,$73.57,-22.50%,Technology,Jacksonville,United States,Darrin Van Huff,20.00%,1,11-12-2017,CA-2017-168389,32216,Motorola HK250 Universal Bluetooth Headset,($17),4,South,$-16.55,$74,Corporate,17-12-2017,Standard Class,Florida,Phones
6,$20,Shipped On Time,6,$13.58,10.00%,Office Supplies,Jacksonville,United States,Darrin Van Huff,20.00%,1,11-12-2017,CA-2017-168389,32216,Stanley Bostitch Contemporary Electric Pencil Sharpeners,$1,1,South,$1.36,$14,Corporate,17-12-2017,Standard Class,Florida,Art
6,$97,Shipped On Time,6,$64.78,-18.80%,Furniture,Jacksonville,United States,Darrin Van Huff,20.00%,1,11-12-2017,CA-2017-168389,32216,"Global Geo Office Task Chair, Gray",($12),1,South,$-12.15,$65,Corporate,17-12-2017,Standard Class,Florida,Chairs
4,$265,Shipped Early,6,$176.77,-260.00%,Office Supplies,Houston,United States,Sam Craven,80.00%,1,03-03-2014,CA-2014-130421,77095,3.6 Cubic Foot Counter Height Office Refrigerator,($460),3,Central,$-459.61,$177,Consumer,07-03-2014,Standard Class,Texas,Appliances
6,$58,Shipped On Time,6,$38.82,50.00%,Office Supplies,Milwaukee,United States,Jennifer Braxton,0.00%,1,21-10-2017,CA-2017-142125,53209,GBC Instant Report Kit,$19,6,Central,$19.41,$39,Corporate,27-10-2017,Standard Class,Wisconsin,Binders
6,$33,Shipped On Time,6,$21.90,48.00%,Office Supplies,Milwaukee,United States,Jennifer Braxton,0.00%,1,21-10-2017,CA-2017-142125,53209,Acco 3-Hole Punch,$11,5,Central,$10.51,$22,Corporate,27-10-2017,Standard Class,Wisconsin,Binders
6,$167,Shipped On Time,6,$111.79,39.00%,Technology,Modesto,United States,Gary Hwang,0.00%,1,10-11-2017,CA-2017-141138,95351,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,$44,7,West,$43.60,$112,Consumer,16-11-2017,Standard Class,California,Accessories
2,$667,Shipped Early,3,$445.44,-18.30%,Technology,Lakewood,United States,Matthew Grinstein,40.00%,1,16-03-2017,CA-2017-152135,44107,Geemarc AmpliPOWER60,($82),8,East,$-81.66,$445,Home Office,18-03-2017,Second Class,Ohio,Phones
7,$25,Shipped Late,6,$16.52,32.50%,Office Supplies,Philadelphia,United States,Robert Dilbeck,20.00%,1,22-09-2016,CA-2016-151974,19134,Avery 476,$5,5,East,$5.37,$17,Home Office,29-09-2016,Standard Class,Pennsylvania,Labels
7,$45,Shipped Late,6,$29.90,45.00%,Office Supplies,San Francisco,United States,Skye Norling,0.00%,1,06-02-2017,CA-2017-154102,94109,Xerox 1947,$13,5,West,$13.45,$30,Home Office,13-02-2017,Standard Class,California,Paper
2,$174,Shipped Early,3,$116.40,45.00%,Office Supplies,Detroit,United States,Anna Häberlin,0.00%,1,31-12-2015,CA-2015-139780,48205,Fellowes Presentation Covers for Comb Binding Machines,$52,8,Central,$52.38,$116,Corporate,02-01-2016,Second Class,Michigan,Binders
5,$2,Shipped Early,6,$1.41,11.30%,Office Supplies,Phoenix,United States,Maria Zettner,20.00%,1,09-10-2016,CA-2016-114748,85023,Newell 310,$0,1,West,$0.16,$1,Home Office,14-10-2016,Standard Class,Arizona,Art
5,$254,Shipped Early,6,$169.57,0.00%,Furniture,Phoenix,United States,Maria Zettner,20.00%,1,09-10-2016,CA-2016-114748,85023,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",$0,2,West,$0.00,$170,Home Office,14-10-2016,Standard Class,Arizona,Furnishings
4,$377,Shipped Late,3,$251.96,-20.00%,Technology,Philadelphia,United States,Alex Russell,40.00%,1,30-12-2014,US-2014-115189,19143,ClearSounds CSC500 Amplified Spirit Phone Corded phone,($50),6,East,$-50.39,$252,Corporate,03-01-2015,Second Class,Pennsylvania,Phones
4,$784,Shipped Late,3,$523.76,-36.70%,Furniture,Philadelphia,United States,Alex Russell,40.00%,1,30-12-2014,US-2014-115189,19143,Hon 5100 Series Wood Tables,($192),3,East,$-192.05,$524,Corporate,03-01-2015,Second Class,Pennsylvania,Tables
2,$29,Shipped Late,1,$19.44,48.00%,Office Supplies,Los Angeles,United States,Jason Fortune-,0.00%,1,12-04-2016,CA-2016-163594,90036,Xerox 206,$9,3,West,$9.33,$19,Consumer,14-04-2016,First Class,California,Paper
2,$291,Shipped Late,1,$194.35,-18.80%,Furniture,Los Angeles,United States,Jason Fortune-,20.00%,1,12-04-2016,CA-2016-163594,90036,"Global Geo Office Task Chair, Gray",($36),3,West,$-36.44,$194,Consumer,14-04-2016,First Class,California,Chairs
2,$55,Shipped Late,1,$36.62,37.50%,Office Supplies,Los Angeles,United States,Jason Fortune-,20.00%,1,12-04-2016,CA-2016-163594,90036,Aluminum Screw Posts,$14,3,West,$13.73,$37,Consumer,14-04-2016,First Class,California,Binders
6,$509,Shipped On Time,6,$340.18,-21.70%,Technology,Philadelphia,United States,David Smith,40.00%,1,28-11-2016,CA-2016-127243,19140,Wireless Extenders zBoost YX545 SOHO Signal Booster,($74),3,East,$-73.71,$340,Corporate,04-12-2016,Standard Class,Pennsylvania,Phones
6,$19,Shipped On Time,6,$12.67,21.30%,Office Supplies,Philadelphia,United States,David Smith,20.00%,1,28-11-2016,CA-2016-127243,19140,Translucent Push Pins by OIC,$3,8,East,$2.69,$13,Corporate,04-12-2016,Standard Class,Pennsylvania,Fasteners
6,$10,Shipped On Time,6,$6.89,-73.30%,Office Supplies,Philadelphia,United States,David Smith,70.00%,1,28-11-2016,CA-2016-127243,19140,GBC Plasticlear Binding Covers,($5),2,East,$-5.05,$7,Corporate,04-12-2016,Standard Class,Pennsylvania,Binders
6,$49,Shipped On Time,6,$32.54,-23.80%,Office Supplies,Philadelphia,United States,David Smith,20.00%,1,28-11-2016,CA-2016-127243,19140,Tennsco Commercial Shelving,($8),2,East,$-7.73,$33,Corporate,04-12-2016,Standard Class,Pennsylvania,Storage
6,$521,Shipped On Time,6,$347.80,-7.10%,Furniture,Philadelphia,United States,David Smith,30.00%,1,28-11-2016,CA-2016-127243,19140,"Situations Contoured Folding Chairs, 4/Set",($25),7,East,$-24.84,$348,Corporate,04-12-2016,Standard Class,Pennsylvania,Chairs
2,$23,Shipped Late,1,$15.57,-76.70%,Office Supplies,Miami,United States,Bart Pistole,70.00%,1,15-04-2017,CA-2017-161851,33180,VariCap6 Expandable Binder,($12),3,South,$-11.94,$16,Corporate,17-04-2017,First Class,Florida,Binders
2,$7,Shipped Early,3,$4.61,36.30%,Office Supplies,Raleigh,United States,Toby Gnade,20.00%,1,09-03-2015,CA-2015-110345,27604,Avery 514,$2,2,South,$1.67,$5,Consumer,11-03-2015,Second Class,North Carolina,Labels
4,$386,Shipped Early,6,$257.98,29.00%,Technology,Garden City,United States,Bill Tyler,0.00%,1,28-10-2014,CA-2014-107769,67846,Digium D40 VoIP phone,$75,2,Central,$74.81,$258,Corporate,01-11-2014,Standard Class,Kansas,Phones
2,$230,Shipped Early,3,$153.78,29.00%,Office Supplies,Long Beach,United States,Jamie Frazer,0.00%,1,07-01-2017,US-2017-123862,90805,Eldon Fold 'N Roll Cart System,$45,11,West,$44.60,$154,Consumer,09-01-2017,Second Class,California,Storage
2,$91,Shipped Early,3,$61.02,1.00%,Office Supplies,Long Beach,United States,Jamie Frazer,0.00%,1,07-01-2017,US-2017-123862,90805,Tennsco Commercial Shelving,$1,3,West,$0.61,$61,Consumer,09-01-2017,Second Class,California,Storage
2,$165,Shipped Early,3,$110.11,29.00%,Office Supplies,Long Beach,United States,Jamie Frazer,0.00%,1,07-01-2017,US-2017-123862,90805,Acme Galleria Hot Forged Steel Scissors with Colored Handles,$32,7,West,$31.93,$110,Consumer,09-01-2017,Second Class,California,Supplies
2,$12,Shipped Early,3,$7.89,45.00%,Office Supplies,Long Beach,United States,Jamie Frazer,0.00%,1,07-01-2017,US-2017-123862,90805,Staples,$4,1,West,$3.55,$8,Consumer,09-01-2017,Second Class,California,Fasteners
7,$54,Shipped Late,6,$36.02,32.50%,Office Supplies,San Diego,United States,Michael Kennedy,20.00%,1,13-08-2017,CA-2017-100580,92037,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",$12,3,West,$11.71,$36,Corporate,20-08-2017,Standard Class,California,Binders
3,$81,Shipped Late,1,$54.34,10.00%,Office Supplies,Bloomington,United States,Greg Guthrie,20.00%,1,02-11-2017,US-2017-145597,61701,Stanley Bostitch Contemporary Electric Pencil Sharpeners,$5,4,Central,$5.43,$54,Corporate,05-11-2017,First Class,Illinois,Art
4,$139,Shipped Early,6,$92.52,27.00%,Office Supplies,Seattle,United States,Mike Caudle,0.00%,1,19-09-2014,CA-2014-132787,98115,"Decoflex Hanging Personal Folder File, Blue",$25,6,West,$24.98,$93,Corporate,23-09-2014,Standard Class,Washington,Storage
0,$15,Shipped On Time,0,$10.27,11.30%,Office Supplies,Fayetteville,United States,Muhammed Lee,20.00%,1,31-05-2015,CA-2015-136224,28314,Newell 347,$1,3,South,$1.16,$10,Consumer,31-05-2015,Same Day,North Carolina,Art
5,$61,Shipped Early,6,$40.74,1.00%,Office Supplies,Omaha,United States,Alejandro Grove,0.00%,1,13-09-2016,CA-2016-105732,68104,"Rogers Jumbo File, Granite",$0,3,Central,$0.41,$41,Consumer,18-09-2016,Standard Class,Nebraska,Storage
5,$22,Shipped Early,6,$14.40,49.00%,Office Supplies,Omaha,United States,Alejandro Grove,0.00%,1,13-09-2016,CA-2016-105732,68104,Avery 49,$7,5,Central,$7.06,$14,Consumer,18-09-2016,Standard Class,Nebraska,Labels
5,$225,Shipped Early,6,$149.95,28.00%,Technology,Omaha,United States,Alejandro Grove,0.00%,1,13-09-2016,CA-2016-105732,68104,"BlueLounge Milo Smartphone Stand, White/Metallic",$42,5,Central,$41.99,$150,Consumer,18-09-2016,Standard Class,Nebraska,Phones
5,$25,Shipped Early,6,$16.90,30.00%,Office Supplies,Omaha,United States,Alejandro Grove,0.00%,1,13-09-2016,CA-2016-105732,68104,"Elite 5"" Scissors",$5,2,Central,$5.07,$17,Consumer,18-09-2016,Standard Class,Nebraska,Supplies
5,$26,Shipped Early,6,$17.61,48.00%,Office Supplies,Omaha,United States,Alejandro Grove,0.00%,1,13-09-2016,CA-2016-105732,68104,Things To Do Today Pad,$8,3,Central,$8.45,$18,Consumer,18-09-2016,Standard Class,Nebraska,Paper
5,$566,Shipped Early,6,$378.00,36.00%,Office Supplies,Omaha,United States,Alejandro Grove,0.00%,1,13-09-2016,CA-2016-105732,68104,Harmony Air Purifier,$136,2,Central,$136.08,$378,Consumer,18-09-2016,Standard Class,Nebraska,Appliances
5,$26,Shipped Early,6,$17.64,49.00%,Office Supplies,Omaha,United States,Alejandro Grove,0.00%,1,13-09-2016,CA-2016-105732,68104,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",$9,3,Central,$8.64,$18,Consumer,18-09-2016,Standard Class,Nebraska,Paper
5,$559,Shipped Early,6,$373.08,27.00%,Office Supplies,Omaha,United States,Alejandro Grove,0.00%,1,13-09-2016,CA-2016-105732,68104,"Fellowes Mobile File Cart, Black",$101,6,Central,$100.73,$373,Consumer,18-09-2016,Standard Class,Nebraska,Storage
5,"$2,001",Shipped Early,6,"$1,336.44",29.00%,Furniture,Omaha,United States,Alejandro Grove,0.00%,1,13-09-2016,CA-2016-105732,68104,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",$388,14,Central,$387.57,"$1,336",Consumer,18-09-2016,Standard Class,Nebraska,Furnishings
5,$45,Shipped Early,6,$29.97,1.00%,Technology,Omaha,United States,Alejandro Grove,0.00%,1,13-09-2016,CA-2016-105732,68104,Mediabridge Sport Armband iPhone 5s,$0,3,Central,$0.30,$30,Consumer,18-09-2016,Standard Class,Nebraska,Phones
4,$585,Shipped Early,6,$390.37,12.50%,Furniture,Chattanooga,United States,Ted Trevino,20.00%,1,29-11-2017,CA-2017-108035,37421,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",$49,2,South,$48.80,$390,Consumer,03-12-2017,Standard Class,Tennessee,Chairs
4,$152,Shipped Early,6,$101.52,18.80%,Furniture,Chattanooga,United States,Ted Trevino,20.00%,1,29-11-2017,CA-2017-108035,37421,"Executive Impressions 13"" Chairman Wall Clock",$19,5,South,$19.03,$102,Consumer,03-12-2017,Standard Class,Tennessee,Furnishings
3,$111,Shipped On Time,3,$74.35,31.30%,Office Supplies,Fairfield,United States,Larry Tron,20.00%,1,04-12-2017,CA-2017-160031,45014,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",$23,3,East,$23.23,$74,Consumer,07-12-2017,Second Class,Ohio,Paper
4,$24,Shipped Early,6,$15.70,45.00%,Office Supplies,Los Angeles,United States,Dorothy Dickinson,0.00%,1,02-05-2017,CA-2017-147844,90049,"Adams ""While You Were Out"" Message Pads",$7,5,West,$7.06,$16,Consumer,06-05-2017,Standard Class,California,Paper
4,$89,Shipped Early,6,$59.52,26.00%,Office Supplies,Los Angeles,United States,Dorothy Dickinson,0.00%,1,02-05-2017,CA-2017-147844,90049,Newell 34,$15,3,West,$15.48,$60,Consumer,06-05-2017,Standard Class,California,Art
4,$52,Shipped Early,6,$34.40,46.00%,Office Supplies,Los Angeles,United States,Dorothy Dickinson,0.00%,1,02-05-2017,CA-2017-147844,90049,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$16,5,West,$15.82,$34,Consumer,06-05-2017,Standard Class,California,Paper
5,$469,Shipped Early,6,$313.18,-38.30%,Furniture,New York City,United States,Darren Budd,40.00%,1,25-12-2016,CA-2016-110975,10024,"Bevis Oval Conference Table, Walnut",($120),2,East,$-120.05,$313,Corporate,30-12-2016,Standard Class,New York,Tables
5,"$1,298",Shipped Early,6,$866.65,20.00%,Furniture,New York City,United States,Darren Budd,10.00%,1,25-12-2016,CA-2016-110975,10024,Hon 4070 Series Pagoda Round Back Stacking Chairs,$173,3,East,$173.33,$867,Corporate,30-12-2016,Standard Class,New York,Chairs
0,"$1,191",Shipped On Time,0,$795.41,7.50%,Office Supplies,Fairfield,United States,Dario Medina,20.00%,1,30-09-2014,CA-2014-141649,45014,Eureka Sanitaire  Commercial Upright,$60,6,East,$59.66,$795,Corporate,30-09-2014,Same Day,Ohio,Appliances
3,$54,Shipped On Time,3,$35.86,36.30%,Office Supplies,Chicago,United States,Max Engle,20.00%,1,12-07-2014,CA-2014-124807,60610,Xerox 1949,$13,9,Central,$13.00,$36,Consumer,15-07-2014,Second Class,Illinois,Paper
3,$36,Shipped On Time,3,$23.84,13.80%,Technology,Chicago,United States,Max Engle,20.00%,1,12-07-2014,CA-2014-124807,60610,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",$3,4,Central,$3.28,$24,Consumer,15-07-2014,Second Class,Illinois,Accessories
5,$65,Shipped Early,6,$43.13,34.00%,Furniture,Seattle,United States,Toby Ritter,0.00%,1,08-09-2016,CA-2016-110009,98103,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",$15,1,West,$14.66,$43,Consumer,13-09-2016,Standard Class,Washington,Furnishings
5,$46,Shipped Early,6,$30.87,46.00%,Office Supplies,Seattle,United States,Toby Ritter,0.00%,1,08-09-2016,CA-2016-110009,98103,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",$14,7,West,$14.20,$31,Consumer,13-09-2016,Standard Class,Washington,Paper
4,$105,Shipped Early,6,$70.12,30.00%,Office Supplies,New York City,United States,Shahid Hopkins,0.00%,1,06-08-2017,CA-2017-168172,10011,"Acme 10"" Easy Grip Assistive Scissors",$21,4,East,$21.04,$70,Consumer,10-08-2017,Standard Class,New York,Supplies
5,$764,Shipped Early,6,$509.96,8.20%,Furniture,Camarillo,United States,Claudia Bergmann,15.00%,1,14-05-2015,CA-2015-100146,93010,"Bush Andora Bookcase, Maple/Graphite Gray Finish",$42,5,West,$42.00,$510,Corporate,19-05-2015,Standard Class,California,Bookcases
5,$184,Shipped Early,6,$122.91,28.00%,Furniture,Camarillo,United States,Claudia Bergmann,0.00%,1,14-05-2015,CA-2015-100146,93010,Dana Halogen Swing-Arm Architect Lamp,$34,3,West,$34.41,$123,Corporate,19-05-2015,Standard Class,California,Furnishings
5,$146,Shipped Early,6,$97.57,-6.30%,Furniture,Camarillo,United States,Claudia Bergmann,20.00%,1,14-05-2015,CA-2015-100146,93010,Novimex Fabric Task Chair,($6),2,West,$-6.10,$98,Corporate,19-05-2015,Standard Class,California,Chairs
5,"$1,082",Shipped Early,6,$722.35,11.30%,Furniture,Camarillo,United States,Claudia Bergmann,20.00%,1,14-05-2015,CA-2015-100146,93010,"Global Leather and Oak Executive Chair, Black",$81,3,West,$81.26,$722,Corporate,19-05-2015,Standard Class,California,Chairs
1,$17,Shipped On Time,1,$11.52,36.30%,Office Supplies,Chicago,United States,Maris LaWare,20.00%,1,20-01-2017,CA-2017-152079,60653,Avery File Folder Labels,$4,5,Central,$4.18,$12,Consumer,21-01-2017,First Class,Illinois,Labels
7,$251,Shipped Late,6,$167.84,7.00%,Furniture,Los Angeles,United States,Jason Gross,0.00%,1,30-05-2016,CA-2016-129728,90032,36X48 HARDFLOOR CHAIRMAT,$12,8,West,$11.75,$168,Corporate,06-06-2016,Standard Class,California,Furnishings
4,$258,Shipped Early,6,$172.11,-55.00%,Furniture,Toledo,United States,John Stevenson,40.00%,1,08-04-2014,CA-2014-121769,43615,Riverside Furniture Stanwyck Manor Table Series,($95),1,East,$-94.66,$172,Consumer,12-04-2014,Standard Class,Ohio,Tables
1,$150,Shipped On Time,1,$99.98,8.00%,Technology,New York City,United States,Alejandro Grove,0.00%,1,23-07-2014,CA-2014-103058,10011,Case Logic 2.4GHz Wireless Keyboard,$8,2,East,$8.00,$100,Consumer,24-07-2014,First Class,New York,Accessories
4,$235,Shipped Early,6,$156.79,11.30%,Technology,Tigard,United States,Michael Granlund,20.00%,1,30-05-2017,CA-2017-121125,97224,LG G3,$18,1,West,$17.64,$157,Home Office,03-06-2017,Standard Class,Oregon,Phones
4,$53,Shipped Early,6,$35.36,-8.80%,Technology,Tigard,United States,Michael Granlund,20.00%,1,30-05-2017,CA-2017-121125,97224,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,($3),2,West,$-3.09,$35,Home Office,03-06-2017,Standard Class,Oregon,Accessories
4,$20,Shipped Early,6,$13.59,-2.50%,Furniture,Tigard,United States,Michael Granlund,20.00%,1,30-05-2017,CA-2017-121125,97224,Tensor Brushed Steel Torchiere Floor Lamp,$0,1,West,$-0.34,$14,Home Office,03-06-2017,Standard Class,Oregon,Furnishings
2,$579,Shipped Early,3,$386.68,-1.40%,Furniture,Philadelphia,United States,Stewart Carmichael,30.00%,1,13-03-2016,US-2016-114013,19134,SAFCO Arco Folding Chair,($6),2,East,$-5.52,$387,Corporate,15-03-2016,Second Class,Pennsylvania,Chairs
2,$569,Shipped Early,3,$379.96,12.50%,Technology,Philadelphia,United States,Stewart Carmichael,20.00%,1,13-03-2016,US-2016-114013,19134,Kensington Expert Mouse Optical USB Trackball for PC or Mac,$47,5,East,$47.49,$380,Corporate,15-03-2016,Second Class,Pennsylvania,Accessories
2,$809,Shipped Early,3,$539.91,-21.70%,Technology,Philadelphia,United States,Stewart Carmichael,40.00%,1,13-03-2016,US-2016-114013,19134,Polycom CX600 IP Phone VoIP phone,($117),3,East,$-116.98,$540,Corporate,15-03-2016,Second Class,Pennsylvania,Phones
2,$62,Shipped Early,3,$41.24,33.80%,Office Supplies,Philadelphia,United States,Stewart Carmichael,20.00%,1,13-03-2016,US-2016-114013,19134,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",$14,5,East,$13.92,$41,Corporate,15-03-2016,Second Class,Pennsylvania,Paper
2,$78,Shipped Early,3,$51.90,-80.00%,Office Supplies,Philadelphia,United States,Stewart Carmichael,70.00%,1,13-03-2016,US-2016-114013,19134,Ibico EB-19 Dual Function Manual Binding System,($42),1,East,$-41.52,$52,Corporate,15-03-2016,Second Class,Pennsylvania,Binders
2,$828,Shipped Early,3,$552.56,-25.00%,Office Supplies,Philadelphia,United States,Stewart Carmichael,20.00%,1,13-03-2016,US-2016-114013,19134,"SAFCO Commercial Wire Shelving, Black",($138),5,East,$-138.14,$553,Corporate,15-03-2016,Second Class,Pennsylvania,Storage
2,$35,Shipped Early,3,$23.16,-66.70%,Office Supplies,Philadelphia,United States,Stewart Carmichael,70.00%,1,13-03-2016,US-2016-114013,19134,GBC VeloBind Cover Sets,($15),5,East,$-15.44,$23,Corporate,15-03-2016,Second Class,Pennsylvania,Binders
2,$189,Shipped Early,3,$126.08,-22.50%,Office Supplies,Philadelphia,United States,Stewart Carmichael,20.00%,1,13-03-2016,US-2016-114013,19134,Space Solutions Industrial Galvanized Steel Shelving.,($28),2,East,$-28.37,$126,Corporate,15-03-2016,Second Class,Pennsylvania,Storage
2,$673,Shipped Early,3,$449.10,-143.30%,Technology,Philadelphia,United States,Stewart Carmichael,70.00%,1,13-03-2016,US-2016-114013,19134,Okidata MB491 Multifunction Printer,($644),3,East,$-643.71,$449,Corporate,15-03-2016,Second Class,Pennsylvania,Machines
4,$292,Shipped Early,6,$195.10,11.30%,Office Supplies,Philadelphia,United States,Bruce Stewart,20.00%,1,10-04-2017,CA-2017-135069,19143,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,$22,4,East,$21.95,$195,Consumer,14-04-2017,Standard Class,Pennsylvania,Appliances
4,$55,Shipped Early,6,$36.67,17.50%,Furniture,Philadelphia,United States,Bruce Stewart,20.00%,1,10-04-2017,CA-2017-135069,19143,"Linden 10"" Round Wall Clock, Black",$6,3,East,$6.42,$37,Consumer,14-04-2017,Standard Class,Pennsylvania,Furnishings
2,$128,Shipped Early,3,$85.25,-7.10%,Furniture,Houston,United States,Logan Currie,30.00%,1,25-06-2016,CA-2016-101693,77070,"Global Value Mid-Back Manager's Chair, Gray",($6),2,Central,$-6.09,$85,Consumer,27-06-2016,Second Class,Texas,Chairs
2,$49,Shipped Early,3,$32.71,-80.00%,Furniture,Houston,United States,Logan Currie,60.00%,1,25-06-2016,CA-2016-101693,77070,Eldon Executive Woodline II Cherry Finish Desk Accessories,($26),2,Central,$-26.17,$33,Consumer,27-06-2016,Second Class,Texas,Furnishings
4,$17,Shipped Early,6,$11.43,47.00%,Office Supplies,Jackson,United States,Mark Haberlin,0.00%,1,17-03-2014,US-2014-164763,39212,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",$5,3,South,$5.37,$11,Corporate,21-03-2014,Standard Class,Mississippi,Binders
